titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude,dist_escola,qtd_escola_500m,dist_hospital,qtd_hospital_500m,dist_parque,qtd_parque_500m,dist_farmacia,qtd_farmacia_500m,score_educacao,score_lazer,score_saude,preco_m2,log_preco,log_area,bairro_Centro,bairro_Chapada,bairro_Contorno,bairro_Estrela,bairro_Jardim America,bairro_Jardim Carvalho,bairro_Jardim Sabara,bairro_Neves,bairro_Nova Russia,bairro_Oficinas,bairro_Olarias,bairro_Orfãs,bairro_Ronda,bairro_Santa Paula,bairro_Santo Antonio,bairro_Uvaranas,bairro_Vila Estrela
Apartamento em Oficinas,"Rua do Rosario, 521 - Oficinas",307870,62,2,1,1,Oficinas,-25.11113917407863,-50.14486329166822,440.214779477358,1,1775.2664826732264,0,936.835177903498,0,2251.698867699449,0,2.351115589557677,0.9644734489256244,0.5332575445887999,4965.645161290323,12.637436143052609,4.143134726391533,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Jardim America,"Rua Paula Xavier, 2584 - Jardim America",89390,35,2,1,0,Jardim America,-25.10906726004551,-50.132644819033885,167.44682445619353,1,1072.5098026832154,0,1172.5497803870787,0,2909.353684168771,0,4.239061034032935,0.7858238753503414,0.8528713343901795,2554.0,11.400775284952987,3.58351893845611,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Chapada,"Rua Comendador Miró, 294 - Chapada",115611,56,2,1,1,Chapada,-25.03880226724096,-50.17353897795383,802.8049508421303,0,2435.735839024688,0,1954.209546085353,0,2472.859768405117,0,1.107658967828219,0.4868052540723855,0.3943628451395106,2064.4821428571427,11.657995036061294,4.04305126783455,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Oficinas,"Rua Paula Xavier, 336 - Oficinas",173826,74,2,2,1,Oficinas,-25.117435247544705,-50.14492830230109,369.1545949295901,1,1348.2229692092883,0,581.3030012777118,0,2879.093681462443,0,2.6314935648239324,1.4677757152465285,0.6905014084578339,2349.0,12.065815830725851,4.31748811353631,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1148 - Ronda",100974,50,2,1,1,Ronda,-25.098253413490887,-50.17880064229003,565.3185484398075,0,1332.544922582035,0,1345.965187761155,0,1729.3678524836353,0,1.503039412240995,0.6915795819042777,0.6980583884221856,2019.48,11.522628240431613,3.9318256327243257,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Santo Antonio,"Rua Paula Xavier, 676 - Santo Antonio",191770,95,3,2,1,Santo Antonio,-25.06196644907572,-50.11930499789228,584.6369249614287,0,1807.58280073538,0,827.5472146630494,0,3818.3851733761744,0,1.46062820093488,1.0781122342793843,0.5242236403130163,2018.6315789473683,12.164057230833931,4.564348191467836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Chapada,"Rua Comendador Miró, 1103 - Chapada",97078,39,1,1,0,Chapada,-25.04687420058516,-50.16410561287799,539.4139366979675,0,1314.2628391815367,0,851.524224774107,0,1167.6898398646665,0,1.5639321300442006,1.0509453926277086,0.7070821436407965,2489.1794871794873,11.483280359004624,3.6888794541139363,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Uvaranas,"Av. Vicente Machado, 2197 - Uvaranas",116847,37,1,1,0,Uvaranas,-25.089131314577774,-50.12444983536807,199.23564937017068,1,1319.3562282866374,0,656.7838348488868,0,2231.117056854629,0,3.841847811598631,1.3213812900743025,0.7045447647819467,3158.027027027027,11.668629223859892,3.6375861597263857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1115 - Ronda",80012,30,2,1,0,Ronda,-25.10258132793794,-50.18796666105301,386.720223368458,1,1358.2655304501006,0,1459.0692797330928,0,2769.36772974562,0,2.554568419366824,0.6414083152040534,0.6857461683890623,2667.0666666666666,11.289944400454324,3.4339872044851463,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Olarias,"Rua Paula Xavier, 239 - Olarias",81934,57,2,1,1,Olarias,-25.099903743790584,-50.14457749888977,253.22921380646588,1,1458.042801121101,0,934.6525640724466,0,1341.6541582952452,0,3.331022919151584,0.9665080189469089,0.6418308914751524,1437.438596491228,11.313681528980325,4.060443010546419,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Ronda,"Rua Paula Xavier, 1653 - Ronda",176174,57,2,1,1,Ronda,-25.097320605123883,-50.18232580503408,456.9266102780931,1,1392.9468927258572,0,1470.614039043195,0,2000.6334231619128,0,2.2955687186515736,0.6366936593850847,0.6698161902960773,3090.7719298245615,12.079233098195223,4.060443010546419,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Boa Vista,"Rua do Rosario, 2950 - Boa Vista",117966,49,2,1,0,Boa Vista,-25.062236629177864,-50.16129019029035,474.8709450738032,1,447.92342264309946,1,710.5308788034137,0,976.8273266924738,0,2.239520858671363,1.2337592880807942,2.325072553343589,2407.469387755102,11.678160203318418,3.912023005428146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Neves,"Av. Carlos Cavalcanti, 1630 - Neves",56638,43,1,1,0,Neves,-25.05335114474692,-50.145165768731104,160.12990817725145,1,969.701643520368,0,1271.104628417539,0,1136.1123170393937,0,4.344233087256557,0.7293389426845932,0.934840108040798,1317.1627906976744,10.944453072844512,3.784189633918261,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Apartamento em Santo Antonio,"Av. Vicente Machado, 1020 - Santo Antonio",157730,74,3,2,1,Santo Antonio,-25.061938396691467,-50.11394044925245,928.1839742312304,0,2317.407353906967,0,744.2971751419831,0,3992.3263437055375,0,0.9725885882900446,1.184417086118798,0.4136663183322493,2131.4864864864867,11.968646329409435,4.31748811353631,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Olarias,"Rua Comendador Miró, 2404 - Olarias",88796,32,1,1,0,Olarias,-25.100911044563738,-50.141178584974526,377.6093732400987,1,1393.9821880977677,0,1158.0222577185154,0,1693.5187716458988,0,2.59376125350306,0.7948984955270574,0.6693520230473853,2774.875,11.394108144625793,3.4965075614664802,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 1492 - Vila Estrela",422431,77,2,2,1,Vila Estrela,-25.110112378874224,-50.14815984362536,408.5133186446544,1,1445.5370899673203,0,678.1594980619099,0,2002.3373167162229,0,2.4665168311919734,1.2850835882497198,0.6470242652158833,5486.116883116883,12.953783766080486,4.356708826689592,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Apartamento em Ronda,"Av. Vicente Machado, 2097 - Ronda",127300,65,2,1,1,Ronda,-25.099828229465466,-50.186648648354215,392.3287910828124,1,1514.332812439326,0,1436.1980230168629,0,2511.5148695549,0,2.53116295067902,0.6509577443903682,0.6194509535421987,1958.4615384615386,11.754309639974188,4.189654742026425,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Santa Paula,"Rua Balduino Taques, 459 - Santa Paula",239385,72,3,2,1,Santa Paula,-25.132960747828253,-50.18107906104994,700.403720119867,0,2826.4693738727037,0,989.250069418062,0,4887.486710851122,0,1.249369505491856,0.9180628287995022,0.3417086845083444,3324.7916666666665,12.385832590863851,4.290459441148391,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1739 - Jardim Carvalho",295552,79,2,2,1,Jardim Carvalho,-25.073630793859603,-50.15306083262376,450.4281293872572,1,1934.4950675626264,0,302.355076917288,3,541.5532234446721,0,2.31676761526198,3.985366924313894,0.4915224499403795,3741.1645569620255,12.596603456767738,4.382026634673881,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Uvaranas,"Rua do Rosario, 1927 - Uvaranas",201845,73,2,2,1,Uvaranas,-25.08712735479512,-50.13150768212272,511.162812102835,0,1567.0967414666936,0,599.3610904375049,0,2555.398489040685,0,1.6362252090556495,1.4298765168282697,0.5998452130139795,2765.0,12.215260309389167,4.304065093204169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apartamento em Jardim Sabara,"Rua do Rosario, 57 - Jardim Sabara",107949,51,2,1,1,Jardim Sabara,-25.04438946146196,-50.176917295519786,732.0295150054008,0,2094.352085815495,0,1409.115993179801,0,2366.835297294865,0,1.201880440495562,0.6626395880232757,0.4557153824420872,2116.6470588235293,11.589423435942953,3.9512437185814275,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Nova Russia,"Rua do Rosario, 1102 - Nova Russia",61367,38,1,1,0,Nova Russia,-25.083376633118974,-50.18570895575284,649.6605242681517,0,986.5386432163732,0,119.22359937293209,4,1984.3688044068108,0,1.333937119039634,6.561552692595155,0.9203538284103716,1614.921052631579,11.024643805639132,3.6635616461296463,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento em Neves,"Av. Carlos Cavalcanti, 657 - Neves",258301,82,3,2,1,Neves,-25.04680540824845,-50.14277330041661,244.689678363856,2,1226.4689862194182,0,1203.7141544260314,0,1623.703087355573,0,3.901160268989533,0.7670393058210344,0.7538811765589103,3150.012195121951,12.461884721988527,4.418840607796598,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Apartamento em Santo Antonio,"Rua Comendador Miró, 2957 - Santo Antonio",178294,73,3,2,1,Santo Antonio,-25.061521186171472,-50.11982778171518,615.858460185201,0,1740.5587182382155,0,896.4873538971824,0,3756.6075426421594,0,1.3969241904905172,1.0035250282796664,0.5433132831302447,2442.3835616438355,12.09119476083324,4.304065093204169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Boa Vista,"Av. Vicente Machado, 2089 - Boa Vista",122729,44,1,1,0,Boa Vista,-25.056677803951363,-50.15810375729893,219.19650804899396,2,574.7939083443582,0,508.0371160239087,0,284.0918653100342,1,4.132866352806431,1.6446364434777017,1.4819339469936117,2789.2954545454545,11.717742099591554,3.8066624897703196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Nova Russia,"Rua Paula Xavier, 2627 - Nova Russia",239864,86,2,2,1,Nova Russia,-25.07908567717825,-50.17622333324322,221.8450381752268,1,771.1313156491505,0,597.595778980851,0,976.3416145955875,0,3.607085340416389,1.433494912284224,1.1479325585429323,2789.1162790697676,12.387831544061653,4.465908118654584,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1541 - Jardim Sabara",215006,87,2,2,1,Jardim Sabara,-25.045102564687785,-50.1777575797528,751.7788585629227,0,2092.587371666493,0,1366.6712099391857,0,2405.137291275336,0,1.174013642093851,0.6818160697662186,0.4560821670882571,2471.3333333333335,12.27842586471933,4.477336814478207,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Estrela,"Rua do Rosario, 12 - Estrela",74821,85,2,2,1,Estrela,-25.107689870332315,-50.1507128033995,280.95193678813087,1,1075.1384934896098,0,443.7431706210077,1,1659.5593501619346,0,3.1250030605728543,2.33910355850153,0.8509635294393849,880.2470588235294,11.222867238365511,4.454347296253507,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Neves,"Rua Balduino Taques, 1496 - Neves",125912,49,1,1,0,Neves,-25.053067301137816,-50.14199089956852,296.76835292440046,2,685.5851430436882,0,949.8274931363092,0,1457.35307919589,0,3.5203623036702685,0.9525374469023936,1.2729364968965404,2569.6326530612246,11.743346471254668,3.912023005428146,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Apartamento em Contorno,"Av. Vicente Machado, 2333 - Contorno",77202,30,1,1,0,Contorno,-25.12235320453931,-50.195795159803176,1093.8968915710448,0,2308.152878603811,0,1413.051759254054,0,4786.126969313356,0,0.8375932687822845,0.6609159229906368,0.4152560283381077,2573.4,11.25419359536146,3.4339872044851463,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 293 - Uvaranas",139455,60,3,1,1,Uvaranas,-25.08323291953581,-50.13299219143911,53.045636557982014,3,2024.5564624003964,0,587.2235282030701,0,2361.385193763923,0,8.033998763311004,1.4551306219313644,0.4706864786592519,2324.25,11.845504418304293,4.110873864173311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apartamento em Olarias,"Av. Vicente Machado, 2712 - Olarias",169386,46,1,1,0,Olarias,-25.105006454074548,-50.13861358198502,753.1498923326631,0,1232.1210196587906,0,1423.9326001383863,0,2157.671268378252,0,1.1721269720445286,0.6561969997289849,0.7506825470377608,3682.304347826087,12.039941316814938,3.8501476017100584,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Santa Paula,"Av. Vicente Machado, 1095 - Santa Paula",85247,46,1,1,0,Santa Paula,-25.127310240155857,-50.17590242718179,233.3339921319976,2,2211.695257513146,0,1335.6937385269905,0,4103.312408045936,0,3.99999407082374,0.6965273812686483,0.4325829699005269,1853.195652173913,11.353319934460007,3.8501476017100584,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 877 - Jardim Sabara",193939,60,2,1,1,Jardim Sabara,-25.04257555244444,-50.1777498589064,924.4277873008082,0,2302.994402195941,0,1627.275484481121,0,2541.404135148668,0,0.9761547006010338,0.5789464442612656,0.4161474529804001,3232.3166666666666,12.175304111858537,4.110873864173311,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Apartamento em Olarias,"Rua Comendador Miró, 833 - Olarias",130800,63,2,1,1,Olarias,-25.098195773609365,-50.13842041138442,45.1939028874331,1,1150.421187632123,0,842.5219233038019,0,1833.6973265020115,0,7.387341548875415,1.060983278240066,0.7997305307131459,2076.190476190476,11.781432363235949,4.1588830833596715,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Contorno,"Rua Comendador Miró, 2671 - Contorno",188169,73,2,2,1,Contorno,-25.118479467344187,-50.198635399346166,706.0465567661573,0,1828.1822688140496,0,924.896827634092,0,4683.951683941004,0,1.2406231272942596,0.9757079669262274,0.5186231696939425,2577.6575342465753,12.14510108853869,4.304065093204169,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Chapada,"Rua do Rosario, 1859 - Chapada",94979,49,1,1,0,Chapada,-25.040081744791586,-50.170123130069015,523.4479550963604,0,2176.5806286577786,0,1767.7669731896112,0,2135.317209444126,0,1.603983126138315,0.5353986949947436,0.4392552529929844,1938.3469387755101,11.461421622103114,3.912023005428146,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Nova Russia,"Rua Balduino Taques, 1394 - Nova Russia",76520,35,1,1,0,Nova Russia,-25.081490552623805,-50.17823587783276,363.0548825194484,3,537.9559809107222,0,403.1889380635122,1,1204.1278604377044,0,3.659571225248877,2.487325086772437,1.5675062699035085,2186.285714285714,11.245320491947627,3.58351893845611,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento em Centro,"Av. Vicente Machado, 2420 - Centro",538973,99,3,2,1,Centro,-25.09039884518644,-50.16730974206733,379.1276532226228,1,361.6026162221372,1,444.9969470843559,1,332.2591401679218,1,2.5871264542423686,2.334872663690752,2.6663655379257416,5444.171717171717,13.197422611250861,4.605170185988092,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Ronda,"Rua Comendador Miró, 2594 - Ronda",125204,50,3,1,1,Ronda,-25.102099364049906,-50.17858872941255,258.891574067123,2,1371.494193607664,0,1015.1508870370832,0,1965.253113633837,0,3.786356861677035,0.8967396355276773,0.6795813427902823,2504.08,11.737707672952947,3.9318256327243257,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Oficinas,"Rua Balduino Taques, 1363 - Oficinas",120908,58,2,1,1,Oficinas,-25.11720459103434,-50.14104573894561,453.553256676201,1,1653.1249864806664,0,200.3188670941541,1,3027.975597663341,0,2.3065109146037357,3.8297941274082072,0.5704099865734406,2084.6206896551726,11.702793475519584,4.07753744390572,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Uvaranas,"Rua Paula Xavier, 2750 - Uvaranas",93484,42,1,1,0,Uvaranas,-25.08700537868104,-50.13147831976671,499.369649967114,1,1579.3845146600522,0,607.1536012421165,0,2562.0407903971845,0,2.16841948045729,1.4141199284617916,0.5954562467800437,2225.809523809524,11.445556274599374,3.7612001156935624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apartamento em Santa Paula,"Av. Vicente Machado, 2972 - Santa Paula",144629,61,2,1,1,Santa Paula,-25.12570946003366,-50.18100440363589,309.03145325358446,2,2724.0266492251208,0,1654.8871738011856,0,4166.496495525335,0,3.4447997630637874,0.569837203741106,0.3541043071510632,2370.967213114754,11.881934036067777,4.127134385045092,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 1677 - Santa Paula",228510,57,2,1,1,Santa Paula,-25.126110112365183,-50.18055205184105,247.93861044326877,2,2677.611773626405,0,1595.4648666312842,0,4183.279642294466,0,3.874070223842115,0.5898087419451504,0.3600215154238117,4008.9473684210525,12.339339628201465,4.060443010546419,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Orfãs,"Rua Comendador Miró, 1775 - Orfãs",244240,65,3,1,1,Orfãs,-25.066019791421457,-50.173840933716825,292.4181399366901,1,1334.184917784855,0,198.6468370214544,2,1648.0654847178655,0,3.0483021762483578,4.348436601483783,0.69726015634339,3757.5384615384614,12.40591072173382,4.189654742026425,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2996 - Chapada",52109,54,2,1,1,Chapada,-25.040636214055773,-50.17245795564209,574.6311817228747,0,2204.956577898486,0,1746.139893031587,0,2251.95500838299,0,1.4822914017199704,0.5416707605824378,0.4338476523109762,964.9814814814815,10.86111214790326,4.007333185232471,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Oficinas,"Rua Comendador Miró, 413 - Oficinas",494871,139,3,3,2,Oficinas,-25.11530875793895,-50.14325512430238,517.745474925672,0,1636.8065167216969,0,496.1273523411665,1,2736.323466484697,0,1.6187896805238782,2.177493904738153,0.57576937348643,3560.223021582734,13.112054422253154,4.941642422609304,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Oficinas,"Rua Paula Xavier, 457 - Oficinas",241457,73,2,2,1,Oficinas,-25.10630788598716,-50.142739375450745,890.134914361466,0,1671.3791009654049,0,1256.1257817596477,0,1942.6655633524736,0,1.0099633751880126,0.7373947265440565,0.5645318946435566,3307.6301369863013,12.39445082390666,4.304065093204169,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento em Ronda,"Rua do Rosario, 1847 - Ronda",93944,38,2,1,0,Ronda,-25.09819794649079,-50.1847018515275,483.813487565828,1,1593.6916945846306,0,1573.582810571794,0,2259.004359046637,0,2.2128758093092955,0.5975204774350792,0.590426228809751,2472.2105263157896,11.450464783627623,3.6635616461296463,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 1904 - Jardim Carvalho",812422,121,3,3,2,Jardim Carvalho,-25.07193587400335,-50.15622128224727,459.69315138370223,1,1640.857019123756,0,290.0502786522632,1,663.4746773830477,0,2.286693293508681,3.063772043581894,0.5744297142239405,6714.231404958678,13.607776419464374,4.804021044733257,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Ronda,"Rua Balduino Taques, 1825 - Ronda",128445,41,1,1,0,Ronda,-25.105609878068464,-50.18726392455557,466.9148267311958,1,1476.8817712298192,0,1536.1991560642855,0,2891.7829906165507,0,2.26393340383414,0.6111725435706742,0.6341629526353737,3132.8048780487807,11.76326386153155,3.7376696182833684,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apartamento em Olarias,"Rua Comendador Miró, 2224 - Olarias",126778,35,2,1,0,Olarias,-25.10322706052887,-50.14082101924212,588.7150813900948,0,1386.4362179429547,0,1407.784185794456,0,1861.611894183719,0,1.4519792393417772,0.663224889491129,0.6727500231283904,3622.2285714285713,11.750200692127605,3.58351893845611,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Apartamento em Centro,"Av. Carlos Cavalcanti, 1999 - Centro",1270141,216,4,4,3,Centro,-25.092425326950288,-50.16740940083827,262.59348098614265,1,499.464668810256,1,274.3733836794823,1,412.8698837373939,1,3.257909483866913,3.171130063178168,2.168155025690968,5880.282407407408,14.05463926320801,5.37989735354046,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 250 - Santa Paula",78548,46,1,1,0,Santa Paula,-25.12611541660946,-50.17894858767277,124.15007530778946,2,2516.190504874833,0,1536.1073984509069,0,4108.7904219647,0,5.461296738923063,0.6112068198865285,0.3822351614443471,1707.5652173913043,11.271477912857982,3.8501476017100584,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Estrela,"Av. Carlos Cavalcanti, 1096 - Estrela",205180,57,2,1,1,Estrela,-25.107082973914505,-50.15003362082173,250.4202130260498,1,1089.0941110009428,0,533.4677721798115,0,1619.2243827384882,0,3.353716660247738,1.5786122734530326,0.8409763287434253,3599.6491228070176,12.2316477953992,4.060443010546419,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento em Santo Antonio,"Rua Comendador Miró, 2286 - Santo Antonio",69270,55,2,1,1,Santo Antonio,-25.056049705808988,-50.12350178556327,1025.098191480633,0,1256.936297310726,0,940.2166073012884,0,3312.239610305419,0,0.8888113122677734,0.9613382376141588,0.7369542711635557,1259.4545454545455,11.145781627176344,4.02535169073515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartamento em Santa Paula,"Rua Paula Xavier, 901 - Santa Paula",102309,62,3,1,1,Santa Paula,-25.12848837111712,-50.1808597329539,298.06966604910804,2,2718.409571075663,0,1373.4517474848285,0,4431.281464627775,0,3.51212309122955,0.6786784852011563,0.3548100355117457,1650.1451612903227,11.535762698872986,4.143134726391533,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apartamento em Oficinas,"Rua do Rosario, 259 - Oficinas",273541,106,3,2,2,Oficinas,-25.109910752579413,-50.14663440117121,455.9557146214609,1,1550.645941682483,0,827.6267395752634,0,2046.851011304384,0,2.2987044178165883,1.0780198083313923,0.6058234384175157,2580.5754716981132,12.519210453953743,4.672828834461906,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
